"id","sequence_id","firm_id","date","start_time","end_time","comments","available","consultant","paediatric","anaesthetist","general_anaesthetic","theatre_id => ophtroperationbooking_operation_theatre.name","last_modified_user_id","last_modified_date","created_user_id","created_date","deleted"
109,2,1,"2014-04-28","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
110,2,1,"2014-05-05","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
111,2,1,"2014-05-12","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
112,2,1,"2014-05-19","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
113,2,1,"2014-05-26","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
114,2,1,"2014-06-02","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
115,2,1,"2014-06-09","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
116,2,1,"2014-06-16","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
117,2,1,"2014-06-23","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
118,2,1,"2014-06-30","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
119,2,1,"2014-07-07","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
120,2,1,"2014-07-14","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
121,2,1,"2014-07-21","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
122,2,1,"2014-07-28","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
123,3,2,"2013-06-04","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
124,3,2,"2013-06-11","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
125,3,2,"2013-06-18","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
126,3,2,"2013-06-25","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
127,3,2,"2013-07-02","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
128,3,2,"2013-07-09","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
129,3,2,"2013-07-16","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
130,3,2,"2013-07-23","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
131,3,2,"2013-07-30","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
132,3,2,"2013-08-06","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
133,3,2,"2013-08-13","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
134,3,2,"2013-08-20","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
135,3,2,"2013-08-27","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
136,3,2,"2013-09-03","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
137,3,2,"2013-09-10","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
138,3,2,"2013-09-17","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
139,3,2,"2013-09-24","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
140,3,2,"2013-10-01","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
141,3,2,"2013-10-08","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
142,3,2,"2013-10-15","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
143,3,2,"2013-10-22","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
144,3,2,"2013-10-29","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
145,3,2,"2013-11-05","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
146,3,2,"2013-11-12","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
147,3,2,"2013-11-19","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
148,3,2,"2013-11-26","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
149,3,2,"2013-12-03","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
150,3,2,"2013-12-10","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
151,3,2,"2013-12-17","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
152,3,2,"2013-12-24","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
153,3,2,"2013-12-31","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
154,3,2,"2014-01-07","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
155,3,2,"2014-01-14","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
156,3,2,"2014-01-21","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
157,3,2,"2014-01-28","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
158,3,2,"2014-02-04","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
159,3,2,"2014-02-11","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
160,3,2,"2014-02-18","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
161,3,2,"2014-02-25","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
162,3,2,"2014-03-04","09:00:00","13:00:00",NULL,1,0,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:51",1,"2013-06-28 11:26:51",0
