id,theatre_id,start_date,start_time,end_time,end_date,repeat_interval,weekday,week_selection,last_modified_user_id,last_modified_date,created_user_id,created_date,consultant,paediatric,anaesthetist,general_anaesthetic
136,7,2011-09-22,08:30:00,13:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
137,4,2011-09-24,08:30:00,17:30:00,,1,6,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
138,4,2011-09-25,08:30:00,17:30:00,,1,7,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
139,8,2011-09-22,13:30:00,18:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
140,8,2011-09-20,13:30:00,18:00:00,,1,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
141,8,2011-09-23,13:30:00,18:00:00,,5,5,26,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
142,5,2011-09-23,13:30:00,18:00:00,,5,5,5,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
143,4,2011-09-21,13:30:00,18:00:00,,1,3,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
144,18,2011-09-20,13:30:00,18:00:00,,1,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
145,18,2011-09-22,13:30:00,18:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
146,15,2011-09-26,08:30:00,13:00:00,2011-09-27,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
147,15,2011-10-31,08:30:00,13:00:00,2011-11-01,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
148,15,2011-11-28,08:30:00,13:00:00,2011-11-29,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
149,15,2011-12-26,08:30:00,13:00:00,2011-12-27,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
150,15,2012-01-30,08:30:00,13:00:00,2012-01-31,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
151,15,2012-02-27,08:30:00,13:00:00,2012-02-28,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
152,15,2011-09-26,13:30:00,18:00:00,2011-09-27,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
153,15,2011-10-31,13:30:00,18:00:00,2011-11-01,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
154,15,2011-11-28,13:30:00,18:00:00,2011-11-29,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
155,15,2011-12-26,13:30:00,18:00:00,2011-12-27,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
156,15,2012-01-30,13:30:00,18:00:00,2012-01-31,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
157,15,2012-02-27,13:30:00,18:00:00,2012-02-28,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
158,16,2011-10-20,08:30:00,13:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
159,3,2011-10-17,13:30:00,18:00:00,,2,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
160,5,2012-01-31,08:30:00,13:00:00,2011-11-29,0,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
161,5,2012-01-10,08:30:00,13:00:00,2012-01-10,0,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
162,3,2011-10-25,08:30:00,13:00:00,,2,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
163,3,2011-10-18,08:30:00,13:00:00,,2,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
164,8,2011-10-25,08:30:00,13:00:00,,4,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
165,3,2011-10-24,13:30:00,18:00:00,,2,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
166,1,2011-10-27,08:30:00,13:00:00,,2,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
167,6,2011-10-20,08:30:00,13:00:00,,2,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
168,7,2011-10-14,08:30:00,17:30:00,,2,5,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
175,15,2012-03-26,08:30:00,13:00:00,2012-03-26,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
176,15,2012-03-26,13:30:00,18:00:00,2012-03-26,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
177,15,2012-04-30,08:30:00,13:00:00,2012-04-30,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
178,15,2012-04-23,13:30:00,18:00:00,2012-04-23,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
179,15,2012-04-23,08:30:00,13:00:00,2012-04-23,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
180,15,2012-01-23,08:30:00,13:00:00,2012-01-23,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
181,15,2012-01-23,13:30:00,18:00:00,2012-01-23,0,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
182,11,2011-11-15,10:00:00,12:00:00,,1,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
183,11,2011-11-14,14:30:00,16:00:00,,2,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
184,11,2011-11-21,14:30:00,16:00:00,,2,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
185,20,2011-11-14,14:30:00,16:00:00,,5,1,30,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
186,11,2012-01-12,14:30:00,16:00:00,,2,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
187,11,2011-11-23,14:30:00,16:00:00,,2,3,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
188,20,2012-01-11,15:00:00,18:00:00,,2,3,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
189,20,2011-12-05,14:30:00,16:00:00,,5,1,1,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
190,11,2011-11-17,10:30:00,13:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
191,20,2011-11-17,09:30:00,12:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
192,11,2011-11-15,15:00:00,16:00:00,,1,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
193,11,2011-11-18,11:00:00,13:30:00,,1,5,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
194,20,2012-01-05,14:30:00,16:00:00,,2,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
195,16,2011-11-28,08:30:00,18:00:00,,1,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
196,15,2012-01-06,08:30:00,18:00:00,,1,5,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
197,10,2012-01-01,07:30:00,20:00:00,,1,1,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
198,10,2012-01-02,07:30:00,20:00:00,,1,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
199,10,2012-01-03,07:30:00,20:00:00,,1,3,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
200,10,2012-01-04,07:30:00,20:00:00,,1,4,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
201,10,2012-01-05,07:30:00,20:00:00,,1,5,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
202,10,2012-01-06,07:30:00,20:00:00,,1,6,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
203,10,2012-01-07,07:30:00,20:00:00,,1,7,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
204,4,2011-09-09,08:30:00,13:00:00,,2,5,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
205,4,2011-09-19,08:30:00,13:00:00,,5,1,2,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
206,4,2011-09-19,13:30:00,18:00:00,,5,1,5,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
207,1,2011-09-20,08:30:00,13:00:00,,5,2,1,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
208,8,2011-09-21,13:30:00,18:00:00,,2,3,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
209,3,2011-09-21,13:30:00,18:00:00,,2,3,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
210,2,2011-09-22,08:30:00,13:00:00,,5,4,21,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",0,0,1,1
211,8,2011-09-23,08:30:00,13:00:00,,5,5,16,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",0,0,1,1
212,9,2011-09-23,08:30:00,13:00:00,,5,5,10,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",0,0,0,0
213,3,2011-09-23,13:30:00,18:00:00,,5,5,30,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,1,1
214,4,2011-09-27,13:30:00,18:00:00,,2,2,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
