id,firm_id,user_id,last_modified_user_id,last_modified_date,created_user_id,created_date
61,61,12,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
62,62,23,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
63,63,81,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
64,64,81,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
65,65,98,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
66,66,100,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
67,67,26,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
68,68,83,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
69,69,83,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
70,70,83,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
71,71,9,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
72,72,29,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
73,73,29,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
74,74,29,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
75,75,95,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
76,76,95,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
77,77,20,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
78,78,20,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
79,79,76,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
80,80,65,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
81,81,94,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
82,82,96,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
83,83,96,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
84,84,96,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
85,85,105,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
86,86,57,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
87,87,10,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
88,88,58,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
89,89,58,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
90,90,58,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
91,91,82,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
92,92,82,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
93,93,2,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
94,94,63,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
95,95,25,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
96,96,66,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
97,97,31,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
98,98,84,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
100,100,45,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
101,101,45,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
102,102,40,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
103,103,109,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
104,104,101,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
105,105,22,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
106,106,6,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
107,107,6,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
108,108,6,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
109,109,97,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
110,110,37,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
111,111,91,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
112,112,91,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
113,113,91,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
114,114,38,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
115,115,38,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
116,116,88,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
117,117,88,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
118,118,88,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
119,119,108,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
120,120,60,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
121,121,60,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
122,122,60,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
123,123,78,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
124,124,78,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
125,125,17,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
126,126,54,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
127,127,54,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
128,128,54,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
129,129,54,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
130,130,19,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
131,131,32,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
132,132,32,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
133,133,62,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
134,134,111,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
135,135,111,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
136,136,35,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
137,137,35,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
138,213,67,1,"2000-01-01 00:00:00",1,"2000-01-01 00:00:00"
