id,sequence_id,date,start_time,end_time,comments,status,last_modified_user_id,last_modified_date,created_user_id,created_date,consultant,paediatric,anaesthetist,general_anaesthetic
27,1,2012-03-05,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
28,1,2012-03-12,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
29,1,2012-03-19,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
30,1,2012-03-26,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
31,1,2012-04-02,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
32,1,2012-04-09,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
33,1,2012-04-16,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
34,1,2012-04-23,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
35,1,2012-04-30,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
36,1,2012-05-07,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
37,1,2012-05-14,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
38,1,2012-05-21,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
39,1,2012-05-28,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
40,1,2012-06-04,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
41,1,2012-06-11,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
42,1,2012-06-18,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
43,1,2012-06-25,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
44,1,2012-07-02,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
45,1,2012-07-09,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
46,1,2012-07-16,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
47,1,2012-07-23,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
48,1,2012-07-30,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
49,1,2012-08-06,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
50,1,2012-08-13,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
51,1,2012-08-20,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
52,1,2012-08-27,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
53,1,2012-09-03,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
54,1,2012-09-10,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
55,1,2012-09-17,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
56,1,2012-09-24,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
57,1,2012-10-01,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
58,1,2012-10-08,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
59,1,2012-10-15,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
60,1,2012-10-22,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
61,1,2012-10-29,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
62,1,2012-11-05,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
63,1,2012-11-12,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
64,1,2012-11-19,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
65,1,2012-11-26,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
66,1,2012-12-03,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
67,1,2012-12-10,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
68,1,2012-12-17,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
69,1,2012-12-24,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
70,1,2012-12-31,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
71,1,2013-01-07,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
72,1,2013-01-14,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
73,1,2013-01-21,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
74,1,2013-01-28,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
75,1,2013-02-04,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
76,1,2013-02-11,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
77,2,2011-09-05,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
78,2,2011-09-12,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
79,2,2011-09-19,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
80,2,2011-09-26,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
81,2,2011-10-03,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
82,2,2011-10-10,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
83,2,2011-10-17,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
84,2,2011-10-24,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
85,2,2011-10-31,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
86,2,2011-11-07,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
87,2,2011-11-14,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
88,2,2011-11-21,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
89,2,2011-11-28,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
90,2,2011-12-05,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
91,2,2011-12-12,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
92,2,2011-12-19,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
93,2,2011-12-26,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
94,2,2012-01-02,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
95,2,2012-01-09,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
96,2,2012-01-16,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
97,2,2012-01-23,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
98,2,2012-01-30,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
99,2,2012-02-06,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
100,2,2012-02-13,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
101,2,2012-02-20,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
102,2,2012-02-27,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
103,2,2012-03-05,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
104,2,2012-03-12,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
105,2,2012-03-19,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
106,2,2012-03-26,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
107,2,2012-04-02,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
108,2,2012-04-09,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
109,2,2012-04-16,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
110,2,2012-04-23,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
111,2,2012-04-30,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
112,2,2012-05-07,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
113,2,2012-05-14,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
114,2,2012-05-21,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
115,2,2012-05-28,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
116,2,2012-06-04,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
117,2,2012-06-11,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
118,2,2012-06-18,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
119,2,2012-06-25,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
120,2,2012-07-02,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
121,2,2012-07-09,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
122,2,2012-07-16,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
123,2,2012-07-23,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
124,2,2012-07-30,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
125,2,2012-08-06,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
126,2,2012-08-13,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
127,2,2012-08-20,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
128,2,2012-08-27,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
129,2,2012-09-03,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
130,2,2012-09-10,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
131,2,2012-09-17,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
132,2,2012-09-24,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
133,2,2012-10-01,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
134,2,2012-10-08,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
135,2,2012-10-15,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
136,2,2012-10-22,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
137,2,2012-10-29,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
138,2,2012-11-05,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
139,2,2012-11-12,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
140,2,2012-11-19,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
141,2,2012-11-26,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
142,2,2012-12-03,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
143,2,2012-12-10,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
144,2,2012-12-17,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
145,2,2012-12-24,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
146,2,2012-12-31,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
147,2,2013-01-07,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
148,2,2013-01-14,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
149,2,2013-01-21,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
150,2,2013-01-28,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
151,2,2013-02-04,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
152,2,2013-02-11,13:30:00,18:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
153,3,2011-09-05,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
154,3,2011-09-19,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
155,3,2011-10-03,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
156,3,2011-10-17,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
157,3,2011-11-07,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
158,3,2011-11-21,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
159,3,2011-12-05,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
160,3,2011-12-19,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
161,3,2012-01-02,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
162,3,2012-01-16,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
163,3,2012-02-06,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
164,3,2012-02-20,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
165,3,2012-03-05,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
166,3,2012-03-19,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
167,3,2012-04-02,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
168,3,2012-04-16,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
169,3,2012-05-07,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
170,3,2012-05-21,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
171,3,2012-06-04,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
172,3,2012-06-18,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
173,3,2012-07-02,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
174,3,2012-07-16,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
175,3,2012-08-06,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
176,3,2012-08-20,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
177,3,2012-09-03,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
178,3,2012-09-17,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
179,3,2012-10-01,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
180,3,2012-10-15,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
181,3,2012-11-05,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
182,3,2012-11-19,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
183,3,2012-12-03,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
184,3,2012-12-17,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
185,3,2013-01-07,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
186,3,2013-01-21,09:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,1,1,1
187,4,2011-09-16,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
188,4,2011-09-30,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
189,4,2011-10-14,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
190,4,2011-10-28,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
191,4,2011-11-11,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
192,4,2011-11-25,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
193,4,2011-12-09,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
194,4,2011-12-23,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
195,4,2012-01-06,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
196,4,2012-01-20,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
197,4,2012-02-03,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
198,4,2012-02-17,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
199,4,2012-03-02,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
200,4,2012-03-16,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
201,4,2012-03-30,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
202,4,2012-04-13,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
203,4,2012-04-27,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
204,4,2012-05-11,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
205,4,2012-05-25,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
206,4,2012-06-08,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
207,4,2012-06-22,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
208,4,2012-07-06,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
209,4,2012-07-20,08:30:00,13:00:00,,0,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00",1,0,0,0
