id,fully_specified_name,term,systemic,last_modified_user_id,last_modified_date,created_user_id,created_date
46168003,"Pigmentary glaucoma (disorder)","Pigmentary glaucoma",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
46210008,"Cyst of eyelid (disorder)","Cyst of eyelid",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
46343005,"Exophoria (disorder)",Exophoria,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
47704002,"Blepharochalasis (disorder)",Blepharochalasis,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
50485007,"Low tension glaucoma (disorder)","Low tension glaucoma",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
51286002,"Filamentary keratitis (disorder)","Filamentary keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
53279002,"Myogenic ptosis (disorder)","Myogenic ptosis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
53889007,"Nuclear cataract (disorder)","Nuclear cataract",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
57190000,"Myopia (disorder)",Myopia,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
59026006,"Blepharospasm (disorder)",Blepharospasm,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
59276001,"Proliferative diabetic retinopathy (disorder)","Proliferative diabetic retinopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
59523007,"Herpes simplex disciform keratitis (disorder)","Herpes simplex disciform keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
60258001,"Macular corneal dystrophy (disorder)","Macular corneal dystrophy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
60332004,"Trichiasis (disorder)",Trichiasis,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
62176008,"Esophoria (disorder)",Esophoria,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
62909004,"Ectropion of eyelid (disorder)",Ectropion,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
63988001,"Intermittent exotropia (disorder)","Intermittent exotropia",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
65636009,"Keratoconus (disorder)",Keratoconus,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
67320001,"Convergence excess (disorder)","Convergence excess",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
68659002,"Blepharoconjunctivitis (disorder)",Blepharoconjunctivitis,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
69278003,"Congenital aniridia (disorder)","Congenital aniridia",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
72789009,"Inflammatory pseudotumor of orbit proper (disorder)","Inflammatory pseudotumour of orbit",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
73442001,"Stevens-Johnson syndrome (disorder)","Stevens-Johnson syndrome",1,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
74783009,"Stenosis of lacrimal punctum (disorder)","Stenosis of lacrimal punctum",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
75739009,"Salzmann's nodular dystrophy (disorder)","Salzmann's nodular dystrophy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
77489003,"Pterygium (disorder)",Pterygium,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
77628002,"Retinal vasculitis (disorder)","Retinal vasculitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
79410001,"Congenital cataract (disorder)","Congenital cataract",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
82649003,"Astigmatism (disorder)",Astigmatism,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
83901003,"Sj̦gren's syndrome (disorder)","Sj̦gren's syndrome",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
85777005,"Dacryocystitis (disorder)",Dacryocystitis,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
87513003,"Herpes zoster ophthalmicus (disorder)","Herpes zoster ophthalmicus",1,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
87614000,"Pinguecula (disorder)",Pinguecula,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
91514001,"Corneal ulcer (disorder)","Corneal ulcer",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
95217000,"Pseudophakia (disorder)",Pseudophakia,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
95244005,"Rosacea keratitis (disorder)","Rosacea keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
95479005,"Congenital sclerocornea (disorder)","Congenital sclerocornea",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
95717004,"Secondary glaucoma (disorder)","Secondary glaucoma",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
95730003,"Marginal keratitis (disorder)","Marginal keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
95742008,"Corneal graft rejection (disorder)","Corneal graft rejection",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
128080005,"Neurotrophic keratitis (disorder)","Neurotrophic keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
128350005,"Bacterial conjunctivitis (disorder)","Bacterial conjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
186678004,"Keratoconjunctivitis due to adenovirus (disorder)","Keratoconjunctivitis due to adenovirus",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
188272000,"Malignant tumor of lacrimal gland (disorder)","Malignant tumour of lacrimal gland",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193349004,"Preproliferative diabetic retinopathy (disorder)","Preproliferative diabetic retinopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193387007,"Cystoid macular edema (disorder)","Cystoid macular oedema",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193411004,"Dominant drusen (disorder)","Dominant drusen",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193570009,"Cataract (disorder)",Cataract,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193576003,"Cortical cataract (disorder)","Cortical cataract",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193764001,"Dendritic ulcer (disorder)","Dendritic ulcer",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
193839007,"Fuchs' corneal dystrophy (disorder)","Fuchs' corneal dystrophy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
194005002,"Orbital cellulitis (disorder)","Orbital cellulitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
194131002,"Convergence insufficiency (disorder)","Convergence insufficiency",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
204118005,"Congenital keratoglobus (disorder)","Congenital keratoglobus",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
204153003,"Irido-corneo-trabecular dysgenesis (disorder)","Irido-corneo-trabecular dysgenesis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
230670003,"Familial infantile myasthenia (disorder)","Familial infantile myasthenia",1,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231793006,"Acquired anophthalmos (disorder)","Acquired anophthalmos",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231855007,"Seasonal allergic conjunctivitis (disorder)","Seasonal allergic conjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231857004,"Giant papillary conjunctivitis (disorder)","Giant papillary conjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231861005,"Chlamydial conjunctivitis (disorder)","Chlamydial conjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231879009,"Perforating scleral wound (disorder)","Perforating scleral wound",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231880007,"Perforating corneoscleral wound (disorder)","Perforating corneoscleral wound",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231881006,"Scleral rupture (disorder)","Scleral rupture",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231896005,"Acanthamoeba keratitis (disorder)","Acanthamoeba keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231903005,"Superior limbic keratoconjunctivitis (disorder)","Superior limbic keratoconjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231907006,"Disciform keratitis (disorder)","Disciform keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231908001,"Lipid keratopathy (disorder)","Lipid keratopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231909009,"Infectious crystalline keratopathy (disorder)","Infectious crystalline keratopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231911000,"Superficial corneal vascularization (disorder)","Superficial corneal vascularisation",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231930000,"Reis-Bucklers' corneal dystrophy (disorder)","Reis-Bucklers' corneal dystrophy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
231938007,"Pellucid marginal corneal degeneration (disorder)","Pellucid marginal corneal degeneration",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232000008,"Choroidal effusion (disorder)","Choroidal effusion",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232003005,"Retinal dialysis (disorder)","Retinal dialysis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232004004,"Giant retinal tear (disorder)","Giant retinal tear",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232006002,"Macular hole (disorder)","Macular hole",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232008001,"Rhegmatogenous retinal detachment - macula on (disorder)","Rhegmatogenous retinal detachment - macula on",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232009009,"Rhegmatogenous retinal detachment - macula off (disorder)","Rhegmatogenous retinal detachment - macula off",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232012007,"Combined traction and rhegmatogenous retinal detachment (disorder)","Combined traction and rhegmatogenous retinal detachment",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232015009,"Solid retinal detachment (disorder)","Solid retinal detachment",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232016005,"Proliferative vitreoretinopathy (disorder)","Proliferative vitreoretinopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232020009,"Diabetic maculopathy (disorder)","Diabetic maculopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232023006,"Diabetic traction retinal detachment (disorder)","Diabetic traction retinal detachment",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232064001,"Wagner syndrome (disorder)","Wagner syndrome",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
232101009,"Fully accommodative esotropia (disorder)","Fully accommodative esotropia",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
246938006,"Corneal dellen (disorder)","Corneal dellen",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
247081001,"osterior vitreous detachment (disorder)","Posterior vitreous detachment",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
247098001,"Subhyaloid hemorrhage (disorder)","Subhyaloid haemorrhage",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
247168006,"Retinal ""U"" tear (disorder)","Retinal ""U"" tear",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
247179001,"Peripheral drusen (disorder)","Peripheral drusen",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
253230008,"Congenital anterior staphyloma (disorder)","Congenital anterior staphyloma",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
255004001,"Malignant melanoma of conjunctiva (disorder)","Malignant melanoma of conjunctiva",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
255005000,"Papilloma of conjunctiva (disorder)","Papilloma of conjunctiva",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
255021005,"Malignant melanoma of choroid (disorder)","Malignant melanoma of choroid",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
255024002,"Nevus of choroid (disorder)","Naevus of choroid",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
267626000,"Hypermature cataract (disorder)","Hypermature cataract",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
268160006,"Congenital corneal opacity (disorder)","Congenital corneal opacity",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
276177000,"Thyroid eye disease (disorder)","Thyroid eye disease",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
299699004,"Infective conjunctivitis (disorder)","Infective conjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
302888003,"Retinal round hole (disorder)","Retinal round hole",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
302896008,"Keratoconjunctivitis sicca (disorder)","Keratoconjunctivitis sicca",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
302905001,"Aspergillus otomycosis (disorder)","Aspergillus otomycosis",1,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
302911003,"Acute lingual tonsillitis (disorder)","Acute lingual tonsillitis",1,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
312696001,"Retained lens matter in vitreous (disorder)","Retained lens matter in vitreous",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
312901001,"Vitreomacular traction syndrome (disorder)","Vitreomacular traction syndrome",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
312928006,"Multifocal inner choroiditis (disorder)","Multifocal inner choroiditis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314015001,"Mixed diabetic maculopathy (disorder)","Mixed diabetic maculopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314552006,"Corneal graft astigmatism (disorder)","Corneal graft astigmatism",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314554007,"Corneal graft vascularization (disorder)","Corneal graft vascularisation",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314557000,"Bacterial keratitis (disorder)","Bacterial keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314558005,"Fungal keratitis (disorder)","Fungal keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314561006,"Sterile keratitis (disorder)","Sterile keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314562004,"Contact lens related sterile keratitis (disorder)","Contact lens related sterile keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314758008,"Posterior keratoconus (disorder)","Posterior keratoconus",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314760005,"Corneal graft failure (disorder)","Corneal graft failure",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314764001,"Corneal melting disorder (disorder)","Corneal melting disorder",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
314765000,"Rheumatoid melting disorder of cornea (disorder)","Rheumatoid melting disorder of cornea",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
317349009,"Vernal keratoconjunctivitis (disorder)","Vernal keratoconjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
363462005,"Malignant tumor of orbit (disorder)","Malignant tumour of orbit",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
363463000,"Malignant tumor of conjunctiva (disorder)","Malignant tumour of conjunctiva",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
367649002,"Epiretinal membrane (disorder)","Epiretinal membrane",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
387742006,"Amblyopia (disorder)",Amblyopia,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
390834004,"Nonproliferative diabetic retinopathy (disorder)","Nonproliferative diabetic retinopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
390909000,"Extrusion of scleral buckle (disorder)","Extrusion of scleral buckle",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
392141001,"Epithelial ingrowth (disorder)","Epithelial ingrowth",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
392288006,"Primary angle-closure glaucoma (disorder)","Primary angle-closure glaucoma",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
399054005,"Exotropia (disorder)",Exotropia,0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
410692006,"Anterior uveitis (disorder)","Anterior uveitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
415172002,"Primary acquired melanosis (disorder)","Primary acquired melanosis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
415735001,"Toxic keratoconjunctivitis (disorder)","Toxic keratoconjunctivitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
416069001,"Thygeson superficial punctate keratitis (disorder)","Thygeson superficial punctate keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
416300008,"Punctate epithelial keratitis (disorder)","Punctate epithelial keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
416473005,"Peripheral ulcerative keratitis (disorder)","Peripheral ulcerative keratitis",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
417303004,"Retinal vasculitis due to systemic lupus erythematosus (disorder)","Retinal vasculitis due to systemic lupus erythematosus",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
417651000,"Congenital hereditary endothelial dystrophy (disorder)","Congenital hereditary endothelial dystrophy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
418134006,"Conjunctival intraepithelial neoplasia (disorder)","Conjunctival intraepithelial neoplasia",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
419197009,"Lattice corneal dystrophy Type I (disorder)","Lattice corneal dystrophy Type I",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
420342002,"Calcific band keratopathy (disorder)","Calcific band keratopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
421040007,"Vortex keratopathy (disorder)","Vortex keratopathy",0,1,"0000-00-00 00:00:00",1,"0000-00-00 00:00:00"
